dataset_name,audio_path,emotion_tag,emotion_level,text,language,duration,speaker_id,speaker_gender
ESD,ESD/0001/Angry/0001_000557.wav,Angry,,我是萌萌哒，你是呆呆哒。,zh,2.327,ESD_0001,F
ESD,ESD/0001/Angry/0001_000543.wav,Angry,,带女友出去好好吃上一顿。,zh,2.393,ESD_0001,F
ESD,ESD/0001/Angry/0001_000386.wav,Angry,,我必须一直通电才能工作。,zh,2.57,ESD_0001,F
ESD,ESD/0001/Angry/0001_000392.wav,Angry,,我会暖被窝了，逗你的。,zh,2.542,ESD_0001,F
ESD,ESD/0001/Angry/0001_000379.wav,Angry,,很可爱啊，就像你一样。,zh,2.48,ESD_0001,F
ESD,ESD/0001/Angry/0001_000423.wav,Angry,,她总是带香甜甜的微笑。,zh,2.468,ESD_0001,F
ESD,ESD/0001/Angry/0001_000437.wav,Angry,,是没什么但是挺别扭的。,zh,2.41,ESD_0001,F
ESD,ESD/0001/Angry/0001_000351.wav,Angry,,打远一看，它们的确很是美丽，,zh,3.062,ESD_0001,F
ESD,ESD/0001/Angry/0001_000609.wav,Angry,,我们想等一个合适的时候。,zh,2.381,ESD_0001,F
ESD,ESD/0001/Angry/0001_000621.wav,Angry,,很大，令人兴奋但是嘈杂。,zh,2.913,ESD_0001,F
ESD,ESD/0001/Angry/0001_000635.wav,Angry,,自己保重，记得要常联系。,zh,2.671,ESD_0001,F
ESD,ESD/0001/Angry/0001_000634.wav,Angry,,有充足的时间购物和观光。,zh,2.515,ESD_0001,F
ESD,ESD/0001/Angry/0001_000620.wav,Angry,,没有找到你想删除的闹钟。,zh,2.392,ESD_0001,F
ESD,ESD/0001/Angry/0001_000608.wav,Angry,,这句话的意义我不太明白。,zh,2.317,ESD_0001,F
ESD,ESD/0001/Angry/0001_000436.wav,Angry,,真想不到，游泳竟有如此多的好处，,zh,3.333,ESD_0001,F
ESD,ESD/0001/Angry/0001_000422.wav,Angry,,资料全都不见了。气死我了。,zh,2.815,ESD_0001,F
ESD,ESD/0001/Angry/0001_000378.wav,Angry,,没错，就是车门。另外两个人问他说,zh,3.971,ESD_0001,F
ESD,ESD/0001/Angry/0001_000393.wav,Angry,,这样的话，我们可以选择青年旅馆。,zh,3.197,ESD_0001,F
ESD,ESD/0001/Angry/0001_000387.wav,Angry,,我和我的妻子盼望着和您见面。,zh,2.888,ESD_0001,F
ESD,ESD/0001/Angry/0001_000542.wav,Angry,,如果我滚远了就回不来了。,zh,2.337,ESD_0001,F
ESD,ESD/0001/Angry/0001_000556.wav,Angry,,是的，我知道，患难见真情。,zh,2.59,ESD_0001,F
ESD,ESD/0001/Angry/0001_000581.wav,Angry,,最近很冷，风又大。,zh,2.191,ESD_0001,F
ESD,ESD/0001/Angry/0001_000595.wav,Angry,,贾尼斯突然兴奋地大叫起来。,zh,2.59,ESD_0001,F
ESD,ESD/0001/Angry/0001_000591.wav,Angry,,请勿进入竹林。不让进。,zh,2.467,ESD_0001,F
ESD,ESD/0001/Angry/0001_000585.wav,Angry,,我爱运动，但是对篮球玩得不多。,zh,2.759,ESD_0001,F
ESD,ESD/0001/Angry/0001_000552.wav,Angry,,那就一会再说，我好害怕。,zh,2.304,ESD_0001,F
ESD,ESD/0001/Angry/0001_000546.wav,Angry,,我饿啦，我想去吃点东西。,zh,2.619,ESD_0001,F
ESD,ESD/0001/Angry/0001_000383.wav,Angry,,我是青蛙，不用冬眠的。,zh,2.606,ESD_0001,F
ESD,ESD/0001/Angry/0001_000397.wav,Angry,,这是台湾地区最大的动物园。,zh,2.856,ESD_0001,F
ESD,ESD/0001/Angry/0001_000426.wav,Angry,,是的，你是个大块头，我是守门员。,zh,3.174,ESD_0001,F
ESD,ESD/0001/Angry/0001_000354.wav,Angry,,不管怎么说主队好象是志在夺魁。,zh,3.417,ESD_0001,F
ESD,ESD/0001/Angry/0001_000432.wav,Angry,,听说你要去香港看你叔叔。,zh,2.492,ESD_0001,F
ESD,ESD/0001/Angry/0001_000368.wav,Angry,,我们意见不和，咱们去那儿玩吧。,zh,3.063,ESD_0001,F
ESD,ESD/0001/Angry/0001_000624.wav,Angry,,只要不违法，我还是想留下它。,zh,2.759,ESD_0001,F
ESD,ESD/0001/Angry/0001_000630.wav,Angry,,绝对不可以走到湖的中央。,zh,2.52,ESD_0001,F
ESD,ESD/0001/Angry/0001_000618.wav,Angry,,谁都有烦的时候。,zh,2.036,ESD_0001,F
ESD,ESD/0001/Angry/0001_000619.wav,Angry,,是很棒的一款手机，性价比超级高。,zh,3.215,ESD_0001,F
ESD,ESD/0001/Angry/0001_000631.wav,Angry,,晚安，么么哒，满天都是小星星。,zh,2.825,ESD_0001,F
ESD,ESD/0001/Angry/0001_000625.wav,Angry,,然后再找一个音乐播放器，,zh,2.337,ESD_0001,F
ESD,ESD/0001/Angry/0001_000369.wav,Angry,,不就是你嘛，为什么要偷笑来。,zh,3.192,ESD_0001,F
ESD,ESD/0001/Angry/0001_000355.wav,Angry,,我们乘船漂游了三峡，真是刺激。,zh,3.746,ESD_0001,F
ESD,ESD/0001/Angry/0001_000433.wav,Angry,,你身上的每一点都吸引着我。,zh,2.647,ESD_0001,F
ESD,ESD/0001/Angry/0001_000427.wav,Angry,,奏婚礼进行曲了，他们过来了。,zh,2.824,ESD_0001,F
ESD,ESD/0001/Angry/0001_000396.wav,Angry,,我们可以轮流开车。,zh,2.207,ESD_0001,F
ESD,ESD/0001/Angry/0001_000382.wav,Angry,,我遇到了一位漂亮的女孩。,zh,2.416,ESD_0001,F
ESD,ESD/0001/Angry/0001_000547.wav,Angry,,为什么不，交朋友不分性别。,zh,2.993,ESD_0001,F
ESD,ESD/0001/Angry/0001_000553.wav,Angry,,希望我有一天也可以去那里。,zh,2.449,ESD_0001,F
ESD,ESD/0001/Angry/0001_000584.wav,Angry,,它是一个主要的空气污染物。,zh,2.613,ESD_0001,F
ESD,ESD/0001/Angry/0001_000590.wav,Angry,,大约一个小时左右。,zh,1.977,ESD_0001,F
ESD,ESD/0001/Angry/0001_000586.wav,Angry,,我不需要嗅觉，所以没有鼻子。,zh,2.694,ESD_0001,F
ESD,ESD/0001/Angry/0001_000592.wav,Angry,,为了不让鱼吃掉诗人的身体。,zh,2.559,ESD_0001,F
ESD,ESD/0001/Angry/0001_000545.wav,Angry,,我以为你们国家的人都是麻将高手。,zh,3.103,ESD_0001,F
ESD,ESD/0001/Angry/0001_000551.wav,Angry,,也就是一大堆照片。,zh,1.976,ESD_0001,F
ESD,ESD/0001/Angry/0001_000579.wav,Angry,,这个位置不错，下车。,zh,2.07,ESD_0001,F
ESD,ESD/0001/Angry/0001_000394.wav,Angry,,比方说，“华尔街日报”就很好。,zh,2.8,ESD_0001,F
ESD,ESD/0001/Angry/0001_000380.wav,Angry,,除非你打飞碟球，但这是不可能的。,zh,3.496,ESD_0001,F
ESD,ESD/0001/Angry/0001_000431.wav,Angry,,这个镇上所有的人都喜欢扯闲话。,zh,3.024,ESD_0001,F
ESD,ESD/0001/Angry/0001_000357.wav,Angry,,我每个月打一次电话。,zh,2.36,ESD_0001,F
ESD,ESD/0001/Angry/0001_000425.wav,Angry,,我也想去看可爱的熊猫。,zh,2.27,ESD_0001,F
ESD,ESD/0001/Angry/0001_000419.wav,Angry,,以后不要喝那么多了，伤身体。,zh,3.05,ESD_0001,F
ESD,ESD/0001/Angry/0001_000633.wav,Angry,,我想所有中国人都会打乒乓球。,zh,2.742,ESD_0001,F
ESD,ESD/0001/Angry/0001_000627.wav,Angry,,是的，所以我永不喝它的。,zh,2.341,ESD_0001,F
ESD,ESD/0001/Angry/0001_000626.wav,Angry,,我当然喜欢，我很注意颜面。,zh,2.583,ESD_0001,F
ESD,ESD/0001/Angry/0001_000632.wav,Angry,,有些人划船，有的人在进行花草活动,zh,3.246,ESD_0001,F
ESD,ESD/0001/Angry/0001_000418.wav,Angry,,我应该给女朋友买玫瑰花的。,zh,2.688,ESD_0001,F
ESD,ESD/0001/Angry/0001_000424.wav,Angry,,今年应该是第二十七个教师节。,zh,2.731,ESD_0001,F
ESD,ESD/0001/Angry/0001_000430.wav,Angry,,看呀，我们差不多就装饰好了。,zh,2.95,ESD_0001,F
ESD,ESD/0001/Angry/0001_000356.wav,Angry,,我喜欢“北京欢迎你”。,zh,2.428,ESD_0001,F
ESD,ESD/0001/Angry/0001_000381.wav,Angry,,没听清，请问什么时间提醒你。,zh,3.383,ESD_0001,F
ESD,ESD/0001/Angry/0001_000395.wav,Angry,,我知道人生并不总是一帆风顺，,zh,3.315,ESD_0001,F
ESD,ESD/0001/Angry/0001_000578.wav,Angry,,好的。新的音乐厅有一场音乐会。,zh,3.098,ESD_0001,F
ESD,ESD/0001/Angry/0001_000550.wav,Angry,,我已经习惯这种气候了。,zh,2.272,ESD_0001,F
ESD,ESD/0001/Angry/0001_000544.wav,Angry,,炖肉一小时，剩余三十分钟十八秒。,zh,3.287,ESD_0001,F
ESD,ESD/0001/Angry/0001_000593.wav,Angry,,那样的话你应该穿讲究一点。,zh,2.691,ESD_0001,F
ESD,ESD/0001/Angry/0001_000587.wav,Angry,,雪下得真大，带着我去购物。,zh,2.373,ESD_0001,F
ESD,ESD/0001/Angry/0001_000523.wav,Angry,,一套古瓷器。它真的很珍贵。,zh,2.939,ESD_0001,F
ESD,ESD/0001/Angry/0001_000537.wav,Angry,,我们一起为他办个惊喜派对。,zh,2.392,ESD_0001,F
ESD,ESD/0001/Angry/0001_000494.wav,Angry,,节食减肥很痛苦。,zh,2.217,ESD_0001,F
ESD,ESD/0001/Angry/0001_000480.wav,Angry,,我的希望是工作到倒下的那一天。,zh,3.317,ESD_0001,F
ESD,ESD/0001/Angry/0001_000457.wav,Angry,,我的表两点四十二。可是它有点快。,zh,3.161,ESD_0001,F
ESD,ESD/0001/Angry/0001_000443.wav,Angry,,别不好意思。再多吃些鸡肉。,zh,2.695,ESD_0001,F
ESD,ESD/0001/Angry/0001_000696.wav,Angry,,好好休息一下，这个小木棍叫梯。,zh,2.89,ESD_0001,F
ESD,ESD/0001/Angry/0001_000682.wav,Angry,,我想要那种新款的美国兵款式。,zh,3.018,ESD_0001,F
ESD,ESD/0001/Angry/0001_000669.wav,Angry,,家里有全自动洗衣机。,zh,1.912,ESD_0001,F
ESD,ESD/0001/Angry/0001_000655.wav,Angry,,我支持你。它是需要重做。,zh,2.36,ESD_0001,F
ESD,ESD/0001/Angry/0001_000641.wav,Angry,,在法国南部，气候常年舒适宜人。,zh,3.275,ESD_0001,F
ESD,ESD/0001/Angry/0001_000640.wav,Angry,,还有聊天记录。,zh,1.698,ESD_0001,F
ESD,ESD/0001/Angry/0001_000654.wav,Angry,,我刚从苏格兰回来。,zh,2.03,ESD_0001,F
ESD,ESD/0001/Angry/0001_000668.wav,Angry,,下午好，蒂娜，我想我问错人了。,zh,2.79,ESD_0001,F
ESD,ESD/0001/Angry/0001_000683.wav,Angry,,错过这村可就没这个店了。,zh,2.565,ESD_0001,F
ESD,ESD/0001/Angry/0001_000697.wav,Angry,,这两块是唐朝不同时期铸造的。,zh,2.98,ESD_0001,F
ESD,ESD/0001/Angry/0001_000442.wav,Angry,,不会这么凑巧吧！我也是十六。,zh,3.107,ESD_0001,F
ESD,ESD/0001/Angry/0001_000456.wav,Angry,,做不了什么，通常我会保持沉默。,zh,3.034,ESD_0001,F
ESD,ESD/0001/Angry/0001_000481.wav,Angry,,吝啬鬼！他每天还骑自行车上学！,zh,3.615,ESD_0001,F
ESD,ESD/0001/Angry/0001_000495.wav,Angry,,听大自然的声响，就像听音乐一样！,zh,3.043,ESD_0001,F
ESD,ESD/0001/Angry/0001_000536.wav,Angry,,软妹子生气会说：讨厌，不理你啦。,zh,3.271,ESD_0001,F
ESD,ESD/0001/Angry/0001_000522.wav,Angry,,我是个学生，服务器响应超时。,zh,3.026,ESD_0001,F
ESD,ESD/0001/Angry/0001_000508.wav,Angry,,我的性格就是冷静并且客观。,zh,3.005,ESD_0001,F
ESD,ESD/0001/Angry/0001_000534.wav,Angry,,二零一六年十一月五号是星期六。,zh,2.964,ESD_0001,F
ESD,ESD/0001/Angry/0001_000520.wav,Angry,,这样你就有时间挥拍打球了。,zh,2.614,ESD_0001,F
ESD,ESD/0001/Angry/0001_000483.wav,Angry,,是不是依然觉得我很可爱。,zh,2.621,ESD_0001,F
ESD,ESD/0001/Angry/0001_000497.wav,Angry,,不知道。或许一双新鞋。,zh,2.542,ESD_0001,F
ESD,ESD/0001/Angry/0001_000468.wav,Angry,,你的同学把你给捉弄了吧。,zh,2.453,ESD_0001,F
ESD,ESD/0001/Angry/0001_000440.wav,Angry,,还不太糟糕，但是得躺在床上。,zh,2.998,ESD_0001,F
ESD,ESD/0001/Angry/0001_000454.wav,Angry,,没有找到蒸鱼的计时。,zh,2.224,ESD_0001,F
ESD,ESD/0001/Angry/0001_000681.wav,Angry,,于是我就问她能不能连我的票买了。,zh,3.053,ESD_0001,F
ESD,ESD/0001/Angry/0001_000695.wav,Angry,,别总是闲着，找点事情干。,zh,2.632,ESD_0001,F
ESD,ESD/0001/Angry/0001_000642.wav,Angry,,哪天我也许得和他谈谈。,zh,2.328,ESD_0001,F
ESD,ESD/0001/Angry/0001_000656.wav,Angry,,我在一个机械化农场做工程师。,zh,2.806,ESD_0001,F
ESD,ESD/0001/Angry/0001_000657.wav,Angry,,有时内在美更加重要。,zh,2.228,ESD_0001,F
ESD,ESD/0001/Angry/0001_000643.wav,Angry,,振作点儿，我看了屏幕显示！,zh,2.437,ESD_0001,F
ESD,ESD/0001/Angry/0001_000694.wav,Angry,,很漂亮，不过人多拥挤。,zh,2.549,ESD_0001,F
ESD,ESD/0001/Angry/0001_000680.wav,Angry,,我们相处得很好，仅此而已。,zh,2.549,ESD_0001,F
ESD,ESD/0001/Angry/0001_000455.wav,Angry,,我们俩合不来，还经常吵架。,zh,2.62,ESD_0001,F
ESD,ESD/0001/Angry/0001_000441.wav,Angry,,如果有我能帮忙的请告诉我。,zh,2.769,ESD_0001,F
ESD,ESD/0001/Angry/0001_000469.wav,Angry,,不过我想星期五走，,zh,2.02,ESD_0001,F
ESD,ESD/0001/Angry/0001_000496.wav,Angry,,现在，我仍然有点紧张。,zh,2.376,ESD_0001,F
ESD,ESD/0001/Angry/0001_000482.wav,Angry,,是你最牵挂的那个女人。,zh,2.439,ESD_0001,F
ESD,ESD/0001/Angry/0001_000521.wav,Angry,,你这个小气鬼，很不幸，非常少。,zh,3.289,ESD_0001,F
ESD,ESD/0001/Angry/0001_000535.wav,Angry,,今天真凉快，我希望主队输掉。,zh,2.825,ESD_0001,F
ESD,ESD/0001/Angry/0001_000509.wav,Angry,,我不会牺牲我的健康来换取金钱的。,zh,3.318,ESD_0001,F
ESD,ESD/0001/Angry/0001_000531.wav,Angry,,时间对珍尼来说是没有用的。,zh,2.726,ESD_0001,F
ESD,ESD/0001/Angry/0001_000525.wav,Angry,,她此刻失业了，你最好不要惹她。,zh,2.773,ESD_0001,F
ESD,ESD/0001/Angry/0001_000519.wav,Angry,,让我再想想，真相已经上传了。,zh,2.901,ESD_0001,F
ESD,ESD/0001/Angry/0001_000486.wav,Angry,,我喜欢几乎所有的运动，,zh,2.392,ESD_0001,F
ESD,ESD/0001/Angry/0001_000492.wav,Angry,,是啊，我还是个乳臭未干的小记者。,zh,3.478,ESD_0001,F
ESD,ESD/0001/Angry/0001_000445.wav,Angry,,我倒是有一个爱好――收藏古董。,zh,2.758,ESD_0001,F
ESD,ESD/0001/Angry/0001_000451.wav,Angry,,很快，车就可自动开了。,zh,2.652,ESD_0001,F
ESD,ESD/0001/Angry/0001_000479.wav,Angry,,对别人没有，而对我就有。,zh,2.479,ESD_0001,F
ESD,ESD/0001/Angry/0001_000684.wav,Angry,,我曾经养过，我太高兴了。,zh,2.495,ESD_0001,F
ESD,ESD/0001/Angry/0001_000690.wav,Angry,,每天晚上跟你互道晚安真幸福。,zh,2.747,ESD_0001,F
ESD,ESD/0001/Angry/0001_000647.wav,Angry,,三个，两个儿子一个女儿。,zh,2.654,ESD_0001,F
ESD,ESD/0001/Angry/0001_000653.wav,Angry,,我一直到清晨四点才到家，,zh,2.457,ESD_0001,F
ESD,ESD/0001/Angry/0001_000652.wav,Angry,,我希望你能和我一起想派对点子。,zh,2.891,ESD_0001,F
ESD,ESD/0001/Angry/0001_000646.wav,Angry,,赌博往往是个祸根，,zh,2.099,ESD_0001,F
ESD,ESD/0001/Angry/0001_000691.wav,Angry,,我会在你的脸上画鬼脸。,zh,2.222,ESD_0001,F
ESD,ESD/0001/Angry/0001_000685.wav,Angry,,他们将于今年夏天结婚。,zh,2.388,ESD_0001,F
ESD,ESD/0001/Angry/0001_000478.wav,Angry,,这些颜色也不太适合你。,zh,2.373,ESD_0001,F
ESD,ESD/0001/Angry/0001_000450.wav,Angry,,就经常去我们宿舍附近的酒吧。,zh,2.938,ESD_0001,F
ESD,ESD/0001/Angry/0001_000444.wav,Angry,,很神奇的样子，我搞不懂为什么。,zh,2.954,ESD_0001,F
ESD,ESD/0001/Angry/0001_000493.wav,Angry,,女孩的心思你别猜，但是我不用猜。,zh,3.698,ESD_0001,F
ESD,ESD/0001/Angry/0001_000487.wav,Angry,,也许能帮助你把事情弄清楚。,zh,2.77,ESD_0001,F
ESD,ESD/0001/Angry/0001_000518.wav,Angry,,你得先回答我，你最喜欢谁。,zh,2.609,ESD_0001,F
ESD,ESD/0001/Angry/0001_000524.wav,Angry,,他在这次竞选活动中花了数百万，,zh,3.105,ESD_0001,F
ESD,ESD/0001/Angry/0001_000530.wav,Angry,,冬天雨非常多。我不喜欢雨天。,zh,3.264,ESD_0001,F
ESD,ESD/0001/Angry/0001_000526.wav,Angry,,带上你的家人，但是他有丑闻。,zh,2.779,ESD_0001,F
ESD,ESD/0001/Angry/0001_000532.wav,Angry,,大概足够支持我生活三个月的。,zh,2.756,ESD_0001,F
ESD,ESD/0001/Angry/0001_000491.wav,Angry,,你可以去问鹦鹉啊，鹦鹉会说话。,zh,3.163,ESD_0001,F
ESD,ESD/0001/Angry/0001_000485.wav,Angry,,我要学习一下相关知识。,zh,2.547,ESD_0001,F
ESD,ESD/0001/Angry/0001_000452.wav,Angry,,我昨天遇到马克，他看起来很忧郁。,zh,3.246,ESD_0001,F
ESD,ESD/0001/Angry/0001_000446.wav,Angry,,别小看我这发型！我还蛮喜欢的。,zh,3.136,ESD_0001,F
ESD,ESD/0001/Angry/0001_000693.wav,Angry,,许多白领都参加到这个游戏里面，,zh,2.734,ESD_0001,F
ESD,ESD/0001/Angry/0001_000687.wav,Angry,,你看起来很高兴，眼睛闪闪发亮。,zh,3.084,ESD_0001,F
ESD,ESD/0001/Angry/0001_000650.wav,Angry,,这个我相信，我是登山爱好者。,zh,2.806,ESD_0001,F
ESD,ESD/0001/Angry/0001_000644.wav,Angry,,我是银灰色的，我都被你说饿了。,zh,2.666,ESD_0001,F
ESD,ESD/0001/Angry/0001_000678.wav,Angry,,太棒了，我们下午可以在湖里划船。,zh,2.218,ESD_0001,F
ESD,ESD/0001/Angry/0001_000679.wav,Angry,,但是有时夏天比其它季节更迷人。,zh,3.025,ESD_0001,F
ESD,ESD/0001/Angry/0001_000645.wav,Angry,,文学和经济，我喜欢很多著作。,zh,2.849,ESD_0001,F
ESD,ESD/0001/Angry/0001_000651.wav,Angry,,播放歌单收藏，脑筋可动得真快。,zh,3.174,ESD_0001,F
ESD,ESD/0001/Angry/0001_000686.wav,Angry,,谢谢你的夸奖，鲍伯上年纪了。,zh,2.814,ESD_0001,F
ESD,ESD/0001/Angry/0001_000692.wav,Angry,,我缺钱用，所以上星期把它当了。,zh,2.966,ESD_0001,F
ESD,ESD/0001/Angry/0001_000447.wav,Angry,,你女儿和她妈妈长得很像。,zh,2.227,ESD_0001,F
ESD,ESD/0001/Angry/0001_000453.wav,Angry,,感觉好温暖呀，好的，一会儿见。,zh,3.173,ESD_0001,F
ESD,ESD/0001/Angry/0001_000484.wav,Angry,,多教我些东西我会更聪明。,zh,2.636,ESD_0001,F
ESD,ESD/0001/Angry/0001_000490.wav,Angry,,我也知道自己是大嘴巴。,zh,2.343,ESD_0001,F
ESD,ESD/0001/Angry/0001_000533.wav,Angry,,你绝对猜不到她准备要孩子了。,zh,2.7,ESD_0001,F
ESD,ESD/0001/Angry/0001_000527.wav,Angry,,你在我的心里折腾好久了。,zh,2.474,ESD_0001,F
ESD,ESD/0001/Angry/0001_000700.wav,Angry,,是很难听的脏话，主人可别学了。,zh,3.264,ESD_0001,F
ESD,ESD/0001/Angry/0001_000502.wav,Angry,,小心脚下。人行道上有个坑。,zh,2.873,ESD_0001,F
ESD,ESD/0001/Angry/0001_000516.wav,Angry,,我想那些应该是草莓的种子。,zh,2.643,ESD_0001,F
ESD,ESD/0001/Angry/0001_000489.wav,Angry,,他们的配合值得我们学习,zh,2.686,ESD_0001,F
ESD,ESD/0001/Angry/0001_000476.wav,Angry,,不是，他住在沃斯盾的老房子里。,zh,3.207,ESD_0001,F
ESD,ESD/0001/Angry/0001_000462.wav,Angry,,那棒极了，其实心情挺不错。,zh,2.595,ESD_0001,F
ESD,ESD/0001/Angry/0001_000648.wav,Angry,,祝你春节快乐，全家幸福安康。,zh,2.648,ESD_0001,F
ESD,ESD/0001/Angry/0001_000674.wav,Angry,,我喜欢吃中餐。,zh,1.7,ESD_0001,F
ESD,ESD/0001/Angry/0001_000660.wav,Angry,,这局我让你开，今天我不想错过。,zh,3.033,ESD_0001,F
ESD,ESD/0001/Angry/0001_000661.wav,Angry,,我们休息一下喝杯咖啡。,zh,2.163,ESD_0001,F
ESD,ESD/0001/Angry/0001_000675.wav,Angry,,尽管提意见，我会改正的。,zh,2.283,ESD_0001,F
ESD,ESD/0001/Angry/0001_000649.wav,Angry,,是的，我刚撞到了桌子。,zh,2.261,ESD_0001,F
ESD,ESD/0001/Angry/0001_000463.wav,Angry,,玛丽，你看来很喜欢挖苦我。,zh,2.876,ESD_0001,F
ESD,ESD/0001/Angry/0001_000477.wav,Angry,,你说我们在芝加哥要待三天的。,zh,3.018,ESD_0001,F
ESD,ESD/0001/Angry/0001_000488.wav,Angry,,我总是控制不了它。,zh,2.17,ESD_0001,F
ESD,ESD/0001/Angry/0001_000517.wav,Angry,,太妙了，我想换一些日元。,zh,2.442,ESD_0001,F
ESD,ESD/0001/Angry/0001_000503.wav,Angry,,我们还等什么,zh,1.595,ESD_0001,F
ESD,ESD/0001/Angry/0001_000529.wav,Angry,,她和维克分手了，所以她申请转调。,zh,3.291,ESD_0001,F
ESD,ESD/0001/Angry/0001_000515.wav,Angry,,其实我们前天已经分手了。,zh,2.484,ESD_0001,F
ESD,ESD/0001/Angry/0001_000501.wav,Angry,,我也最喜欢你，不要开枪。我投降,zh,3.045,ESD_0001,F
ESD,ESD/0001/Angry/0001_000449.wav,Angry,,得了吧，别这么胆小啦。,zh,2.514,ESD_0001,F
ESD,ESD/0001/Angry/0001_000461.wav,Angry,,每天早晨都是我妈妈帮他系的。,zh,3.057,ESD_0001,F
ESD,ESD/0001/Angry/0001_000475.wav,Angry,,如果你想要纹身，你去纹好了。,zh,2.55,ESD_0001,F
ESD,ESD/0001/Angry/0001_000688.wav,Angry,,年轻人当然要承担责任，,zh,2.288,ESD_0001,F
ESD,ESD/0001/Angry/0001_000663.wav,Angry,,旅行结束后我将休息一段时间。,zh,2.693,ESD_0001,F
ESD,ESD/0001/Angry/0001_000677.wav,Angry,,我讨厌吃醋，偶是不懂，你懂。,zh,3.004,ESD_0001,F
ESD,ESD/0001/Angry/0001_000676.wav,Angry,,这么多笑话，一天讲不完！,zh,2.327,ESD_0001,F
ESD,ESD/0001/Angry/0001_000662.wav,Angry,,如果她拒绝我，我会死的。,zh,2.266,ESD_0001,F
ESD,ESD/0001/Angry/0001_000689.wav,Angry,,不要乱问女孩子的年龄。,zh,2.283,ESD_0001,F
ESD,ESD/0001/Angry/0001_000474.wav,Angry,,是的，请返还我的钱，谢谢。,zh,3.214,ESD_0001,F
ESD,ESD/0001/Angry/0001_000460.wav,Angry,,自己的事情要自己做。,zh,2.122,ESD_0001,F
ESD,ESD/0001/Angry/0001_000448.wav,Angry,,我只会斗斗地主什么的。,zh,2.194,ESD_0001,F
